Дата и время;ID ТС;ID позиции;Код инструмента;ID транзакции;ID заявки;Сигнал;Цена входа позиции;Средняя цена позиции;Цена последней сделки;Текущее количество контрактов;Доход позиции;FlagStopPos;
22.10.2025 11:21:15;T_GLD_new_+local;;GLDRUBF;0;0;Продажа;10719.2;10769.8;10820.1;-3;0;0;
22.10.2025 11:41:15;T_GLD_new_+local;;GLDRUBF;0;0;Покупка;10719.2;10769.8;10769.6;-2;-0.79999999999927;0;
22.10.2025 11:56:15;T_GLD_new_+local;;GLDRUBF;0;0;Покупка;10719.2;10769.8;10725.2;-1;42.800000000001;0;
22.10.2025 13:36:15;T_GLD_new_+local;;GLDRUBF;0;0;Покупка;10719.2;10769.8;10683.7;0;127.9;0;
22.10.2025 14:16:15;T_GLD_new_+local;;GLDRUBF;0;0;Продажа;10561.4;10561.4;10561.4;-1;0;0;
22.10.2025 14:26:15;T_GLD_new_+local;;GLDRUBF;0;0;Покупка;10561.4;10561.4;10510.8;0;49.599999999999;0;
22.10.2025 15:01:15;T_GLD_new_+local;;GLDRUBF;0;0;Продажа;10554.4;10554.4;10554.4;-1;0;0;
22.10.2025 16:01:15;T_GLD_new_+local;;GLDRUBF;0;0;Продажа;10554.4;10579.75;10605.1;-2;0;0;
22.10.2025 16:01:15;T_GLD_new_+local;;GLDRUBF;0;0;Продажа;10554.4;10604.866666667;10655.1;-3;0;0;
22.10.2025 16:21:15;T_GLD_new_+local;;GLDRUBF;0;0;Покупка;10554.4;10604.866666667;10604.3;-2;-0.4333333333343;0;
22.10.2025 16:36:15;T_GLD_new_+local;;GLDRUBF;0;0;Продажа;10554.4;10618.644444444;10646.2;-3;-0.4333333333343;0;
22.10.2025 17:21:15;T_GLD_new_+local;;GLDRUBF;0;0;Покупка;10554.4;10618.644444444;10606.9;-2;10.31111111111;0;
22.10.2025 17:31:15;T_GLD_new_+local;;GLDRUBF;0;0;Покупка;10554.4;10618.644444444;10560.8;-1;67.155555555553;0;
22.10.2025 17:46:15;T_GLD_new_+local;;GLDRUBF;0;0;Покупка;10554.4;10618.644444444;10514.4;0;170.4;0;
22.10.2025 18:01:15;T_GLD_new_+local;;GLDRUBF;0;0;Продажа;10541.1;10541.1;10541.1;-1;0;0;
22.10.2025 19:31:15;T_GLD_new_+local;;GLDRUBF;0;0;Продажа;10541.1;10561.75;10582.4;-2;0;0;
22.10.2025 22:01:15;T_GLD_new_+local;;GLDRUBF;0;0;Продажа;10541.1;10582.366666667;10623.6;-3;0;0;
23.10.2025 09:40:00;T_GLD_new_+local;;GLDRUBF;0;0;Продажа;10541.1;10627.825;10764.2;-4;0;0;
23.10.2025 10:06:15;T_GLD_new_+local;;GLDRUBF;0;0;Покупка;10541.1;10627.825;10719.9;-3;-93.075000000001;0;
23.10.2025 10:11:15;T_GLD_new_+local;;GLDRUBF;0;0;Продажа;10541.1;10649.41875;10714.2;-4;-93.075000000001;0;
23.10.2025 10:36:15;T_GLD_new_+local;;GLDRUBF;0;0;Покупка;10541.1;10649.41875;10669.5;-3;-114.15625;0;
23.10.2025 10:51:15;T_GLD_new_+local;;GLDRUBF;0;0;Продажа;10541.1;10655.5140625;10673.8;-4;-114.15625;0;
24.10.2025 10:26:15;T_GLD_new_+local;;GLDRUBF;0;0;Покупка;10541.1;10655.5140625;10653.3;-3;-112.9421875;0;
24.10.2025 11:11:15;T_GLD_new_+local;;GLDRUBF;0;0;Покупка;10541.1;10655.5140625;10593.8;-2;-52.228125000007;0;
24.10.2025 13:01:15;T_GLD_new_+local;;GLDRUBF;0;0;Продажа;10541.1;10642.709375;10617.1;-3;-52.228125000007;0;
24.10.2025 13:26:15;T_GLD_new_+local;;GLDRUBF;0;0;Покупка;10541.1;10642.709375;10577.900000006;-2;11.581249994031;0;
24.10.2025 13:46:15;T_GLD_new_+local;;GLDRUBF;0;0;Покупка;10541.1;10642.709375;10557.9;-1;95.39062499403;0;
24.10.2025 14:06:15;T_GLD_new_+local;;GLDRUBF;0;0;Покупка;10541.1;10642.709375;10505.1;0;231.99999999403;0;
24.10.2025 14:26:15;T_GLD_new_+local;;GLDRUBF;0;0;Продажа;10488.5;10488.5;10488.5;-1;0;0;
24.10.2025 15:31:15;T_GLD_new_+local;;GLDRUBF;0;0;Продажа;10488.5;10513.9;10539.3;-2;0;0;
24.10.2025 17:11:15;T_GLD_new_+local;;GLDRUBF;0;0;Продажа;10488.5;10536.166666667;10580.7;-3;0;0;
24.10.2025 17:46:15;T_GLD_new_+local;;GLDRUBF;0;0;Покупка;10488.5;10536.166666667;10541.5;-2;-6.3333333333321;0;
24.10.2025 22:46:15;T_GLD_new_+local;;GLDRUBF;0;0;Покупка;10488.5;10536.166666667;10516.3;-1;12.533333333333;1;
27.10.2025 09:01:15;T_GLD_new_+local;;GLDRUBF;0;0;Покупка;10488.5;10536.166666667;10453.1;0;94.599999999999;0;
27.10.2025 11:40:00;T_GLD_new_+local;;GLDRUBF;0;0;Продажа;10324.3;10324.3;10324.3;-1;0;0;
27.10.2025 11:55:00;T_GLD_new_+local;;GLDRUBF;0;0;Покупка;10324.3;10324.3;10273.6;0;49.699999999999;0;
27.10.2025 12:00:00;T_GLD_new_+local;;GLDRUBF;0;0;Продажа;10287.9;10287.9;10287.9;-1;0;0;
27.10.2025 14:11:15;T_GLD_new_+local;;GLDRUBF;0;0;Покупка;10287.9;10287.9;10255.5;0;31.4;0;
27.10.2025 14:46:15;T_GLD_new_+local;;GLDRUBF;0;0;Продажа;10258.1;10258.1;10258.1;-1;0;0;
